"SubnetId","CidrBlock","SubnetName","AvailabilityZone","AvailabilityZoneId","SubnetArn","VpcId"
"subnet-0119cfb01b760ab29","10.131.243.0/24","gd-paloalto-baas-prod-NATGWSubnetAz2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-0119cfb01b760ab29","vpc-028e25b51d6489534"
"subnet-04d1b951a94ec4ba4","10.131.244.0/24","gd-paloalto-baas-prod-LambdaSubnetAz2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-04d1b951a94ec4ba4","vpc-028e25b51d6489534"
"subnet-03d278142f92f5bcb","10.133.4.0/22","gbr-Private Subnet 2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-03d278142f92f5bcb","vpc-0d2a0ebcac315c99a"
"subnet-0baaf6f2ff778bff5","10.133.24.0/22","uber-Private Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-0baaf6f2ff778bff5","vpc-050b88d7f97ffbf99"
"subnet-0f7dbbb7a308c5249","10.131.128.0/18","baas-Private Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-0f7dbbb7a308c5249","vpc-028e25b51d6489534"
"subnet-0c56abb06bc7c2d07","10.131.64.0/18","baas-Private Subnet 2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-0c56abb06bc7c2d07","vpc-028e25b51d6489534"
"subnet-00bee3c09ace341f3","10.133.47.160/27","intuit-pan-prod-TRUSTSubnet2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-00bee3c09ace341f3","vpc-072496937c8129958"
"subnet-0aed99d967c0d95b2","10.133.16.0/22","uber-Private Subnet 1","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-0aed99d967c0d95b2","vpc-050b88d7f97ffbf99"
"subnet-06f6118d751b8c630","10.133.12.0/24","gbr-DB Subnet 1","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-06f6118d751b8c630","vpc-0d2a0ebcac315c99a"
"subnet-0ba2c1f8e27a8f14a","10.131.242.0/24","gd-paloalto-baas-prod-UNTRUSTSubnet2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-0ba2c1f8e27a8f14a","vpc-028e25b51d6489534"
"subnet-06e2ed4e9e4fcb0bf","10.131.240.0/24","gd-paloalto-baas-prod-MGMTSubnetAz2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-06e2ed4e9e4fcb0bf","vpc-028e25b51d6489534"
"subnet-016c2690e130cbcb3","10.131.225.0/24","gd-paloalto-baas-prod-TRUSTSubnet1","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-016c2690e130cbcb3","vpc-028e25b51d6489534"
"subnet-0931b04aeb6c9b6c0","10.131.227.0/24","gd-paloalto-baas-prod-NATGWSubnetAz1","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-0931b04aeb6c9b6c0","vpc-028e25b51d6489534"
"subnet-05af160fbf8880262","10.133.31.224/28","uber-pan-prod-NATGWSubnetAz2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-05af160fbf8880262","vpc-050b88d7f97ffbf99"
"subnet-09e5b5b5a935eeeff","10.131.226.0/24","gd-paloalto-baas-prod-UNTRUSTSubnet1","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-09e5b5b5a935eeeff","vpc-028e25b51d6489534"
"subnet-088741fcbc4d5e5a5","10.133.20.0/22","uber-Private Subnet 2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-088741fcbc4d5e5a5","vpc-050b88d7f97ffbf99"
"subnet-02b98716b439efff8","10.133.47.32/27","intuit-pan-prod-TRUSTSubnet1","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-02b98716b439efff8","vpc-072496937c8129958"
"subnet-01a856d50b6d8d76b","10.131.241.0/24","gd-paloalto-baas-prod-TRUSTSubnet2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-01a856d50b6d8d76b","vpc-028e25b51d6489534"
"subnet-0fcd07407a755f57a","10.133.31.128/27","uber-pan-prod-MGMTSubnetAz2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-0fcd07407a755f57a","vpc-050b88d7f97ffbf99"
"subnet-01b6b672b0017e1fe","10.133.47.128/27","intuit-pan-prod-MGMTSubnetAz2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-01b6b672b0017e1fe","vpc-072496937c8129958"
"subnet-01fe131a722d918ef","10.133.47.96/28","intuit-pan-prod-NATGWSubnetAz1","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-01fe131a722d918ef","vpc-072496937c8129958"
"subnet-0a3c9f3e4f45e579f","10.133.31.0/27","uber-pan-prod-MGMTSubnetAz1","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:262683030539:subnet/subnet-0a3c9f3e4f45e579f","vpc-050b88d7f97ffbf99"
"subnet-033d67819d2e50a85","10.66.244.0/24","gd-paloalto-baas-pie-LambdaSubnetAz2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:500545396857:subnet/subnet-033d67819d2e50a85","vpc-0099a20e72898796f"
"subnet-0c9540cea47aa35f2","10.66.0.0/18","Private Subnet 1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:500545396857:subnet/subnet-0c9540cea47aa35f2","vpc-0099a20e72898796f"
"subnet-0fe485de65167ea9b","10.66.227.0/24","gd-paloalto-baas-pie-NATGWSubnetAz1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:500545396857:subnet/subnet-0fe485de65167ea9b","vpc-0099a20e72898796f"
"subnet-0f4fae5a8ef453c61","10.66.241.0/24","gd-paloalto-baas-pie-TRUSTSubnet2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:500545396857:subnet/subnet-0f4fae5a8ef453c61","vpc-0099a20e72898796f"
"subnet-0b93048868cc1d61b","10.66.243.0/24","gd-paloalto-baas-pie-NATGWSubnetAz2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:500545396857:subnet/subnet-0b93048868cc1d61b","vpc-0099a20e72898796f"
"subnet-02cdb0b993d89a5c6","10.66.240.0/24","gd-paloalto-baas-pie-MGMTSubnetAz2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:500545396857:subnet/subnet-02cdb0b993d89a5c6","vpc-0099a20e72898796f"
"subnet-0bf15155b5af41677","10.66.208.0/21","DB Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:500545396857:subnet/subnet-0bf15155b5af41677","vpc-0099a20e72898796f"
"subnet-0a26411964ecb5892","10.66.226.0/24","gd-paloalto-baas-pie-UNTRUSTSubnet1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:500545396857:subnet/subnet-0a26411964ecb5892","vpc-0099a20e72898796f"
"subnet-0a3f8b55c1c527cdc","10.66.200.0/21","DB Subnet 2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:500545396857:subnet/subnet-0a3f8b55c1c527cdc","vpc-0099a20e72898796f"
"subnet-04f56190b7d583f55","10.66.128.0/18","Private Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:500545396857:subnet/subnet-04f56190b7d583f55","vpc-0099a20e72898796f"
"subnet-002e7d86527310889","10.66.242.0/24","gd-paloalto-baas-pie-UNTRUSTSubnet2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:500545396857:subnet/subnet-002e7d86527310889","vpc-0099a20e72898796f"
"subnet-0a76604aa1e71ca28","10.66.225.0/24","gd-paloalto-baas-pie-TRUSTSubnet1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:500545396857:subnet/subnet-0a76604aa1e71ca28","vpc-0099a20e72898796f"
"subnet-0d34c99b0b596d1fc","10.66.64.0/18","Private Subnet 2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:500545396857:subnet/subnet-0d34c99b0b596d1fc","vpc-0099a20e72898796f"
"subnet-0170db17929c65728","10.66.228.0/24","gd-paloalto-baas-pie-LambdaSubnetAz1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:500545396857:subnet/subnet-0170db17929c65728","vpc-0099a20e72898796f"
"subnet-0e1365e0aeb7b8e55","10.66.192.0/21","DB Subnet 1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:500545396857:subnet/subnet-0e1365e0aeb7b8e55","vpc-0099a20e72898796f"
"subnet-0a32f1f6223547096","10.66.224.0/24","gd-paloalto-baas-pie-MGMTSubnetAz1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:500545396857:subnet/subnet-0a32f1f6223547096","vpc-0099a20e72898796f"
"subnet-0a592b0ec41048d61","192.168.0.0/19","eksctl-eksworkshop-eksctl-cluster/SubnetPublicUSWEST2A","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:257873977405:subnet/subnet-0a592b0ec41048d61","vpc-0a50c3d583c9d1022"
"subnet-0360a55e53d224e74","10.69.0.0/18","Private Subnet 1","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:257873977405:subnet/subnet-0360a55e53d224e74","vpc-0030891955f29f763"
"subnet-0ed63aa5fd241cb17","10.69.200.0/21","DB Subnet 2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:257873977405:subnet/subnet-0ed63aa5fd241cb17","vpc-0030891955f29f763"
"subnet-0c2292413b16e542f","10.69.192.0/21","DB Subnet 1","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:257873977405:subnet/subnet-0c2292413b16e542f","vpc-0030891955f29f763"
"subnet-02d90b446e3304714","192.168.96.0/19","eksctl-eksworkshop-eksctl-cluster/SubnetPrivateUSWEST2A","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:257873977405:subnet/subnet-02d90b446e3304714","vpc-0a50c3d583c9d1022"
"subnet-0487f05f374c9309d","10.100.11.0/24","SpinnakerVPC.external.us-west-2b spinnaker","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:257873977405:subnet/subnet-0487f05f374c9309d","vpc-0d98233e6be9224bb"
"subnet-0eca018c3daf35e59","10.100.10.0/24","spinnaker SpinnakerVPC.external.us-west-2a","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:257873977405:subnet/subnet-0eca018c3daf35e59","vpc-0d98233e6be9224bb"
"subnet-04f4d5844e9b8cf1e","10.69.208.0/21","DB Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:257873977405:subnet/subnet-04f4d5844e9b8cf1e","vpc-0030891955f29f763"
"subnet-0dc855ecccf1b3e92","192.168.32.0/19","eksctl-eksworkshop-eksctl-cluster/SubnetPublicUSWEST2B","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:257873977405:subnet/subnet-0dc855ecccf1b3e92","vpc-0a50c3d583c9d1022"
"subnet-02b4021554a7538f5","192.168.160.0/19","eksctl-eksworkshop-eksctl-cluster/SubnetPrivateUSWEST2C","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:257873977405:subnet/subnet-02b4021554a7538f5","vpc-0a50c3d583c9d1022"
"subnet-07036ddc6a0aa363b","192.168.64.0/19","eksctl-eksworkshop-eksctl-cluster/SubnetPublicUSWEST2C","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:257873977405:subnet/subnet-07036ddc6a0aa363b","vpc-0a50c3d583c9d1022"
"subnet-018094e00027f1b4f","10.69.64.0/18","Private Subnet 2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:257873977405:subnet/subnet-018094e00027f1b4f","vpc-0030891955f29f763"
"subnet-02440e2203999ac5a","192.168.128.0/19","eksctl-eksworkshop-eksctl-cluster/SubnetPrivateUSWEST2B","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:257873977405:subnet/subnet-02440e2203999ac5a","vpc-0a50c3d583c9d1022"
"subnet-0db0e6a680dad074e","10.69.128.0/18","Private Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:257873977405:subnet/subnet-0db0e6a680dad074e","vpc-0030891955f29f763"
"subnet-08c4ebd4aceabf0f6","10.63.243.0/24","gd-paloalto-baas-dev-NATGWSubnetAz2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:159865129828:subnet/subnet-08c4ebd4aceabf0f6","vpc-0465efed498b08db0"
"subnet-0baef2e4223433ca5","10.63.224.0/24","gd-paloalto-baas-dev-MGMTSubnetAz1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:159865129828:subnet/subnet-0baef2e4223433ca5","vpc-0465efed498b08db0"
"subnet-0c2065550e9b5ec0d","10.63.225.0/24","gd-paloalto-baas-dev-TRUSTSubnet1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:159865129828:subnet/subnet-0c2065550e9b5ec0d","vpc-0465efed498b08db0"
"subnet-0a7e47d0eff2f5a1d","10.63.241.0/24","gd-paloalto-baas-dev-TRUSTSubnet2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:159865129828:subnet/subnet-0a7e47d0eff2f5a1d","vpc-0465efed498b08db0"
"subnet-0220d1aa1ad50f805","10.63.226.0/24","gd-paloalto-baas-dev-UNTRUSTSubnet1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:159865129828:subnet/subnet-0220d1aa1ad50f805","vpc-0465efed498b08db0"
"subnet-0dbe11a7bcf8b463d","10.63.208.0/21","DB Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:159865129828:subnet/subnet-0dbe11a7bcf8b463d","vpc-0465efed498b08db0"
"subnet-053ae6e1d1d8c24c2","10.63.240.0/24","gd-paloalto-baas-dev-MGMTSubnetAz2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:159865129828:subnet/subnet-053ae6e1d1d8c24c2","vpc-0465efed498b08db0"
"subnet-00c1c9c0abe2fc942","10.63.227.0/24","gd-paloalto-baas-dev-NATGWSubnetAz1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:159865129828:subnet/subnet-00c1c9c0abe2fc942","vpc-0465efed498b08db0"
"subnet-00c8f592d3eeb0131","10.63.64.0/18","Private Subnet 2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:159865129828:subnet/subnet-00c8f592d3eeb0131","vpc-0465efed498b08db0"
"subnet-0f301dcf17c4e1d3d","10.63.200.0/21","DB Subnet 2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:159865129828:subnet/subnet-0f301dcf17c4e1d3d","vpc-0465efed498b08db0"
"subnet-083f6c98c34a37d5b","10.63.0.0/18","Private Subnet 1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:159865129828:subnet/subnet-083f6c98c34a37d5b","vpc-0465efed498b08db0"
"subnet-04fdb59600c946b82","10.63.242.0/24","gd-paloalto-baas-dev-UNTRUSTSubnet2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:159865129828:subnet/subnet-04fdb59600c946b82","vpc-0465efed498b08db0"
"subnet-05fde00e32e757810","10.63.192.0/21","DB Subnet 1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:159865129828:subnet/subnet-05fde00e32e757810","vpc-0465efed498b08db0"
"subnet-00df4e43475bf871f","10.63.244.0/24","gd-paloalto-baas-dev-LambdaSubnetAz2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:159865129828:subnet/subnet-00df4e43475bf871f","vpc-0465efed498b08db0"
"subnet-05c404c8f27fdaf37","10.63.128.0/18","Private Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:159865129828:subnet/subnet-05c404c8f27fdaf37","vpc-0465efed498b08db0"
"subnet-0e83d58bcfeaf638e","10.63.228.0/24","gd-paloalto-baas-dev-LambdaSubnetAz1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:159865129828:subnet/subnet-0e83d58bcfeaf638e","vpc-0465efed498b08db0"
"subnet-0f8426f913f82a1d6","10.65.200.0/21","DB Subnet 2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:372834007176:subnet/subnet-0f8426f913f82a1d6","vpc-00357bc2b247b9c8b"
"subnet-098f785e641d78e95","10.65.128.0/18","Private Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:372834007176:subnet/subnet-098f785e641d78e95","vpc-00357bc2b247b9c8b"
"subnet-0c9488009ce02b298","10.65.208.0/21","DB Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:372834007176:subnet/subnet-0c9488009ce02b298","vpc-00357bc2b247b9c8b"
"subnet-02ccff9e3c87c9da2","10.65.192.0/21","DB Subnet 1","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:372834007176:subnet/subnet-02ccff9e3c87c9da2","vpc-00357bc2b247b9c8b"
"subnet-076532d5d565da132","10.65.0.0/18","Private Subnet 1","us-west-2a","usw2-az2","arn:aws:ec2:us-west-2:372834007176:subnet/subnet-076532d5d565da132","vpc-00357bc2b247b9c8b"
"subnet-0973c00cd654f3811","10.65.64.0/18","Private Subnet 2","us-west-2b","usw2-az1","arn:aws:ec2:us-west-2:372834007176:subnet/subnet-0973c00cd654f3811","vpc-00357bc2b247b9c8b"
"subnet-00dd9cb40285fb3fa","10.62.251.128/25","paloalto-ssnp-LambdaSubnetAz1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-00dd9cb40285fb3fa","vpc-0da7757ff72ee784f"
"subnet-00ff95174383f1c7b","10.62.253.0/24","paloalto-ssnp-TRUSTSubnet2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-00ff95174383f1c7b","vpc-0da7757ff72ee784f"
"subnet-0a72c4efd52aa3ca5","10.62.254.0/24","paloalto-ssnp-UNTRUSTSubnet2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-0a72c4efd52aa3ca5","vpc-0da7757ff72ee784f"
"subnet-01e861bf4d4db677b","10.62.247.0/25","PAN-DB Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-01e861bf4d4db677b","vpc-0da7757ff72ee784f"
"subnet-0d831425485cbb391","10.62.24.0/23","DSNnp-Private Subnet 2A","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-0d831425485cbb391","vpc-08ae693aaee32a1a2"
"subnet-0dc431cf96aa1f4ce","10.62.20.0/23","DSNnp-Public Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-0dc431cf96aa1f4ce","vpc-08ae693aaee32a1a2"
"subnet-0bcd65db070cc8608","10.62.249.0/24","paloalto-ssnp-TRUSTSubnet1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-0bcd65db070cc8608","vpc-0da7757ff72ee784f"
"subnet-02bd62665005588ac","10.62.18.0/23","DSNnp-Public Subnet 2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-02bd62665005588ac","vpc-08ae693aaee32a1a2"
"subnet-00b8d81ecaa4a58d8","10.62.16.0/23","DSNnp-Public Subnet 1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-00b8d81ecaa4a58d8","vpc-08ae693aaee32a1a2"
"subnet-0dcd795490d0e59e3","10.62.255.0/25","paloalto-ssnp-NATGWSubnetAz2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-0dcd795490d0e59e3","vpc-0da7757ff72ee784f"
"subnet-06c6f623004181eb8","10.62.26.0/23","DSNnp-Private Subnet 3A","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-06c6f623004181eb8","vpc-08ae693aaee32a1a2"
"subnet-0213f9f1c91911d64","10.62.248.0/24","paloalto-ssnp-MGMTSubnetAz1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-0213f9f1c91911d64","vpc-0da7757ff72ee784f"
"subnet-0cdb1828f22285cfa","10.62.242.0/23","PAN-Private Subnet 2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-0cdb1828f22285cfa","vpc-0da7757ff72ee784f"
"subnet-06e30135469ef34ee","10.62.246.0/25","PAN-DB Subnet 1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-06e30135469ef34ee","vpc-0da7757ff72ee784f"
"subnet-07e4aa3a555c5d940","10.62.6.0/23","SSNP-Private Subnet 1A","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-07e4aa3a555c5d940","vpc-04611e91b8e2f6d72"
"subnet-0a3dd343af59367a9","10.62.0.0/23","SSNP-Public Subnet 1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-0a3dd343af59367a9","vpc-04611e91b8e2f6d72"
"subnet-094b77b6311757ad3","10.62.10.0/23","SSNP-Private Subnet 3A","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-094b77b6311757ad3","vpc-04611e91b8e2f6d72"
"subnet-0520b60fd6f49b1d7","10.62.22.0/23","DSNnp-Private Subnet 1A","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-0520b60fd6f49b1d7","vpc-08ae693aaee32a1a2"
"subnet-0e4b31a487b0ede0f","10.62.2.0/23","SSNP-Public Subnet 2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-0e4b31a487b0ede0f","vpc-04611e91b8e2f6d72"
"subnet-0ddd4e43c0366faef","10.62.246.128/25","PAN-DB Subnet 2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-0ddd4e43c0366faef","vpc-0da7757ff72ee784f"
"subnet-0f32f436c3e8f1b72","10.62.250.0/24","paloalto-ssnp-UNTRUSTSubnet1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-0f32f436c3e8f1b72","vpc-0da7757ff72ee784f"
"subnet-0e57a9a6c5be7bfe9","10.62.251.0/25","paloalto-ssnp-NATGWSubnetAz1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-0e57a9a6c5be7bfe9","vpc-0da7757ff72ee784f"
"subnet-01d5d0705682cc555","10.62.240.0/23","PAN-Private Subnet 1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-01d5d0705682cc555","vpc-0da7757ff72ee784f"
"subnet-0db81774f91f209b7","10.62.4.0/23","SSNP-Public Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-0db81774f91f209b7","vpc-04611e91b8e2f6d72"
"subnet-08bf1f4adeacb5ed8","10.62.255.128/25","paloalto-ssnp-LambdaSubnetAz2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-08bf1f4adeacb5ed8","vpc-0da7757ff72ee784f"
"subnet-097c40a7552828f55","10.62.8.0/23","SSNP-Private Subnet 2A","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-097c40a7552828f55","vpc-04611e91b8e2f6d72"
"subnet-096d9c4c7cf68c98b","10.62.252.0/24","paloalto-ssnp-MGMTSubnetAz2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-096d9c4c7cf68c98b","vpc-0da7757ff72ee784f"
"subnet-05464bc1ed66bf3bc","10.62.244.0/23","PAN-Private Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:167692690747:subnet/subnet-05464bc1ed66bf3bc","vpc-0da7757ff72ee784f"
"subnet-01e1a6d28f910dc7c","10.132.49.0/24","PAN-Private Subnet 2A","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-01e1a6d28f910dc7c","vpc-00e6dab9f72c07957"
"subnet-08f630545501a3106","10.132.18.0/23","DSN-Public Subnet 2","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-08f630545501a3106","vpc-0b299acf9539b21a3"
"subnet-0b08e4cfe6af0cbe5","10.132.52.208/28","paloalto-trust-2b","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-0b08e4cfe6af0cbe5","vpc-00e6dab9f72c07957"
"subnet-05af4b02815397708","10.132.16.0/23","DSN-Public Subnet 1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-05af4b02815397708","vpc-0b299acf9539b21a3"
"subnet-0239954b2e1dfec9b","10.132.20.0/23","DSN-Public Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-0239954b2e1dfec9b","vpc-0b299acf9539b21a3"
"subnet-0a0171105747858fc","10.132.24.0/23","DSN-Private Subnet 2A","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-0a0171105747858fc","vpc-0b299acf9539b21a3"
"subnet-091444ec7897b6ef5","10.132.0.0/23","SS-Public Subnet 1","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-091444ec7897b6ef5","vpc-06af2a9f3b3aafe4d"
"subnet-0a2237794f684e1e9","10.132.10.0/23","SS-Private Subnet 3A","us-west-2b","usw2-az2","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-0a2237794f684e1e9","vpc-06af2a9f3b3aafe4d"
"subnet-0ead91387438ab11e","10.132.26.0/23","DSN-Private Subnet 3A","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-0ead91387438ab11e","vpc-0b299acf9539b21a3"
"subnet-04d0c9586774983f1","10.132.52.128/28","paloalto-mgmt-2a","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-04d0c9586774983f1","vpc-00e6dab9f72c07957"
"subnet-0f03cef8722da639c","10.132.51.0/25","PAN-DB Subnet 1","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-0f03cef8722da639c","vpc-00e6dab9f72c07957"
"subnet-0baf51d54ec6a18c0","10.132.8.0/23","SS-Private Subnet 2A","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-0baf51d54ec6a18c0","vpc-06af2a9f3b3aafe4d"
"subnet-009dbc0f55e132b61","10.132.52.0/25","PAN-DB Subnet 3","us-west-2c","usw2-az3","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-009dbc0f55e132b61","vpc-00e6dab9f72c07957"
"subnet-05164fa276119fbbd","10.132.2.0/23","SS-Public Subnet 2","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-05164fa276119fbbd","vpc-06af2a9f3b3aafe4d"
"subnet-021c519ca41a4993a","10.132.22.0/23","DSN-Private Subnet 1A","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-021c519ca41a4993a","vpc-0b299acf9539b21a3"
"subnet-0f1427dbe55d6ed1e","10.132.52.160/28","paloalto-trust-2a","us-west-2a","usw2-az1","arn:aws:ec2:us-west-2:805088162977:subnet/subnet-0f1427dbe55d6ed1e","vpc-00e6dab9f72c07957"
